seq,page_num,content,chapter_title,all_sections,count_words,count_sent,state,is_table,book_title,book_path
26,31,"ATLANTIC CITY ELECTRIC COMPANY  
BPU NJ No. 11 Electric Service - Section IV  Second Revised Sheet Replaces First Revised Sheet No. 28 
RATE SCHEDULE AGS-TOU – TRANSMISSION (Continued) 
(Annual General Service - Time of Use) 
 
 
 
 
Rate Schedule AGS-TOU Transmission eliminated effective August 1, 2003. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Date of Issue:  March 27, 2019    Effective Date: April 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER18080925 
   ",TOU – TRANSMISSION (Continued)  (Annual,[],123,5,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
27,32," 
ATLANTIC CITY ELECTRIC COMPANY 
BPU NJ No. 11 Electric Service - Section IV Fifty-Seventh Revised Sheet Replaces Fifty-Sixth Revised Sheet 
No. 29 
RATE SCHEDULE TGS  
(Transmission General Service) 
(Sub Transmission Service Taken at 23kV and 34.5 kV) 
 
AVAILABILITY 
Available at any point within the Company’s system where facilities of adequate character and capacity exist for the 
entire electric service requirements of any customer contracting for annual service delivered at one point and 
metered at or compensated to the voltage subtransmission level (23 or 34.5 kV). 
MONTHLY RATE     
Delivery Service Charges:     
Customer Charge   
Maximum billed demand within the most recent 12 billing   
months. 
Less than 5,000 kW  $131.75 
5,000 – 9,000 kW  $4,363.57 
Greater than 9,000 kW  $7,921.01 
   
Distribution Demand Charge ($/kW)   
Maximum billed demand within the most recent 12 billing   
months. 
Less than 5,000 kW  $3.84 
5,000 – 9,000 kW  $2.96 
Greater than 9,000 kW  $1.50 
   
Reactive Demand (for each kvar over one-third of kW   
demand)  $0.52 
Non-Utility Generation Charge (NGC) ($/kWH)  See Rider NGC 
   
Societal Benefits Charge ($/kWh)     
Clean Energy Program  See Rider SBC 
Universal Service Fund  See Rider SBC 
Lifeline  See Rider SBC 
Uncollectible Accounts  See Rider SBC 
Transition Bond Charge (TBC) ($/kWh)  See Rider SEC 
Market Transition Charge Tax (MTC-Tax) ($/kWh)  See Rider SEC 
CIEP Standby Fee ($/kWh)  See Rider BGS 
Transmission Demand Charge ($/kW)  $6.85   
Reliability Must Run Transmission Surcharge ($/kWh)  $0.000000 
Transmission Enhancement Charge ($/kWh)  See Rider BGS 
Basic Generation Service Charge ($/kWh)  See Rider BGS 
Regional Greenhouse Gas Initiative Recovery Charge  
($/kWh)  See Rider RGGI 
Infrastructure Investment Program Charge                                See Rider IIP 
Conservation Incentive Program Recovery Charge             See Rider CIP 
   
   
 
 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323  
 
 
 
 ",SCHEDULE TGS   (Transmission General Se,[],465,16,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
28,33," 
ATLANTIC CITY ELECTRIC COMPANY                 
BPU NJ No. 11 Electric Service - Section IV Twenty-Sixth Revised Sheet Replaces Twenty-Fifth Revised 
Sheet No. 29a 
RATE SCHEDULE TGS  
(Transmission General Service) 
(Transmission Service Taken at or above 69kV) 
 
AVAILABILITY 
Available at any point within the Company’s system where facilities of adequate character and capacity exist for the 
entire electric service requirements of any customer contracting for annual service delivered at one point and 
metered at or compensated to the voltage at transmission level (69 kV or higher).  
MONTHLY RATE     
Delivery Service Charges:     
Customer Charge   
Maximum billed demand within the most recent 12 billing months.   
Less than 5,000 kW  $128.21 
5,000 – 9,000 kW  $4,246.42 
Greater than 9,000 kW  $19,316.15 
   
Distribution Demand Charge ($/kW)   
Maximum billed demand within the most recent 12 billing months.   
Less than 5,000 kW  $2.98 
5,000 – 9,000 kW  $2.31 
Greater than 9,000 kW  $0.18 
Reactive Demand (for each kvar over one-third of kW   
demand)  $0.50 
Non-Utility Generation Charge (NGC) ($/kWH)  See Rider NGC 
   
Societal Benefits Charge ($/kWh)     
Clean Energy Program  See Rider SBC 
Universal Service Fund  See Rider SBC 
Lifeline  See Rider SBC 
Uncollectible Accounts  See Rider SBC 
Transition Bond Charge (TBC) ($/kWh)  See Rider SEC 
Market Transition Charge Tax (MTC-Tax) ($/kWh)  See Rider SEC 
CIEP Standby Fee ($/kWh)  See Rider BGS 
Transmission Demand Charge ($/kW)  $3.42 
Reliability Must Run Transmission Surcharge ($/kWh)  $0.000000 
Transmission Enhancement Charge ($/kWh)  See Rider BGS 
Basic Generation Service Charge ($/kWh)  See Rider BGS 
Regional Greenhouse Gas Initiative Recovery Charge ($/kWh)  See Rider RGGI 
Infrastructure Investment Program Charge  See Rider IIP 
Conservation Incentive Program Recovery Charge                                See Rider CIP 
   
 
 
 
 
 
 
 
 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323    ",eet No. 29a  RATE SCHEDULE TGS   (Transm,[],461,18,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
29,34,"ATLANTIC CITY ELECTRIC COMPANY  
BPU NJ No. 11 Electric Service - Section IV  Fifth Revised Sheet Replaces Fourth Revised Sheet No. 30 
RATE SCHEDULE TGS (Continued) 
(Transmission General Service) 
 
 
CORPORATE BUSINESS TAX (CBT) 
Charges under this rate schedule include a component for Corporate Business Taxes as set forth in Rider CBT. 
 
NEW JERSEY SALES AND USE TAX (SUT) 
Charges under this rate schedule include a component for New Jersey Sales and Use Tax as set forth in Rider 
SUT. 
 
DEMAND DETERMINATION FOR BILLING 
Demand shall be as shown or computed from the readings of Company's demand meter during the fifteen minute 
period of customer's greatest use during the month, but not less than 80% of the highest such demand in the 
preceding months of June, July, August or September, nor in any event less than 25 kW. 
 
Where demand is expected to exceed 100 kilowatts, the Company may measure reactive demand as the greatest 
rate of reactive volt-ampere hour use during a fifteen (15) minute interval during the month. 
 
TERM OF CONTRACT 
Contracts hereunder will be for not less than one (1) year with self-renewal provisions for successive periods of one 
(1) year each, and shall remain in effect until either party gives at least 60 days’ written notice to the other of the 
intention to discontinue at the end of any yearly period. 
 
STANDBY SERVICE 
See Rider STB  
 
TERMS AND CONDITIONS 
See Section II inclusive for Terms and Conditions of Service. 
 
INTERRUPTIBLE SERVICE 
See Rider IS. 
 
""In accordance with P.L. 1997, c. 162, the charges in this Rate Schedule includes provision for the New 
Jersey Corporation Business Tax and the New Jersey Sales and Use Tax.  When billed to customers 
exempt from one or more of these taxes, as set forth in Riders CBT and SUT, such charges will be reduced 
by the relevant amount of such taxes included therein."" 
 
 
PRICE TO COMPARE 
A customer may choose to receive electric supply from a third party supplier as defined in Section 11 of the 
Standard Terms and Conditions of this Tariff.  A customer who receives electric supply from a third party supplier 
will not be billed the Basic Generation Service Charges or the Transmission Service Charges. Customers eligible 
for BGS CIEP who receive supply from a third party supplier will continue to be billed the CIEP Standby Fee. 
 
 
 
 
 
 
 
 
 
Date of Issue:  March 27, 2019    Effective Date: April 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER18080925   ",(Continued)  (Transmission General Servi,[],533,15,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
30,35," 
ATLANTIC CITY ELECTRIC COMPANY       
BPU NJ No. 11 Electric Service – Section IV Eighty-First Revised Sheet Replaces Eightieth Revised Sheet 
No. 31 
RATE SCHEDULE DDC 
(Direct Distribution Connection) 
AVAILABILITY 
Available at any point within the Company’s existing distribution system where facilities of adequate character exist 
for the connection of fixed, constant and predictable non-residential loads not to exceed one kilowatt 
 
MONTHLY RATES 
 
Distribution: 
 
Service and Demand (per day per connection)           $0.163982 
Energy (per day for each kW of effective load)           $0.789839 
 
Non-Utility Generation Charge (NGC) ($/kWH)         See Rider NGC 
Societal Benefits Charge ($/kWh) 
Clean Energy Program              See Rider SBC 
Universal Service Fund              See Rider SBC 
Lifeline See Rider SBC 
Uncollectible Accounts              See Rider SBC 
Transition Bond Charge (TBC) ($/kWh)           See Rider SEC 
Market Transition Charge Tax (MTC-Tax) ($/kWh)         See Rider SEC 
Transmission Rate ($/kWh)               $0.009564 
Reliability Must Run Transmission Surcharge ($/kWh)       $0.000000 
Transmission Enhancement Charge ($/kWh)          See Rider BGS 
Basic Generation Service Charge ($/kWh)          See Rider BGS 
Regional Greenhouse Gas Initiative Recovery Charge ($/kWh)           See Rider RGGI 
Infrastructure Investment Program Charge                                                         See Rider IIP 
 
 
CORPORATE BUSINESS TAX (CBT) 
Charges under this rate schedule include a component for Corporate Business Taxes as set forth in Rider CBT. 
 
NEW JERSEY SALES AND USE TAX (SUT) 
Charges under this rate schedule include a component for New Jersey Sales and Use Tax as set forth in Rider 
SUT. 
 
LOAD CONSUMPTION 
Effective load shall be determined by the Company and be specified in the contract.  Effective load is defined as the 
sum of the products of the connected load in kilowatts times the percent load on at one time.  No changes in 
attached load may be made by the customer without the permission of the Company and customer shall allow the 
Company access to his premises to assure conformance with this provision. 
 
 
 
 
 
 
 
 
 
 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323   ",ATE SCHEDULE DDC  (Direct Distribution C,[],475,18,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
31,36,"ATLANTIC CITY ELECTRIC COMPANY 
BPU NJ No. 11 Electric Service - Section IV    Fifth Revised Sheet Replaces Fourth Revised Sheet No. 32 
 
RATE SCHEDULE DDC (Continued) 
(Direct Distribution Connection) 
 
TERM OF CONTRACT 
 
   Contracts hereunder will be for not less than one (1) year with self-renewal provisions for successive 
periods of one (1) year each, and shall remain in effect until either party gives at least 60 days' written 
notice to the other of the intention to discontinue at the end of any yearly period. 
 
TERMS AND CONDITIONS 
 
  See Section II inclusive for Terms and Conditions of Service. 
 
""In accordance with P.L. 1997, c. 162, the charges in this Rate Schedule includes provision for the New 
Jersey Corporation Business Tax and the New Jersey Sales and Use Tax.  When billed to customers 
exempt from one or more of these taxes, as set forth in Riders CBT and SUT, such charges will be reduced 
by the relevant amount of such taxes included therein."" 
 
 
PRICE TO COMPARE 
A customer may choose to receive electric supply from a third party supplier as defined in Section 11 of the 
Standard Terms and Conditions of this Tariff.  A customer who receives electric supply from a third party supplier 
will not be billed the Basic Generation Service Charges or the Transmission Service Charges. Customers eligible 
for BGS CIEP who receive supply from a third party supplier will continue to be billed the CIEP Standby Fee. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Date of Issue:  March 27, 2019    Effective Date: April 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER18080925 
 
   ",DC (Continued)  (Direct Distribution Con,[],348,11,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
32,37,"ATLANTIC CITY ELECTRIC COMPANY  
BPU NJ No. 11 Electric Service - Section IV     Fourth Revised Sheet Replaces Third Revised Sheet No. 33 
 
RATE SCHEDULE TS 
(Traction Service) 
 
AVAILABILITY OF SERVICE 
 
  Available for power service to Street Railway and/or Traction Companies or Authorities.  Customers shall 
contract for a definite amount of electrical capacity in kilowatts which shall be sufficient to meet normal 
maximum requirements, but in no case shall the capacity contracted for be less than 1,000 kW.  The 
Company may not be required to supply capacity in excess of that contracted for except by mutual 
agreement.  Contracts shall be made in multiples of 100 kW. 
 
T&D MONTHLY RATE 
   
  Primary Portion:  
    $11,233.72 for the first 1,000 kW of monthly billing demand plus 
    $9.004473 per kW for monthly billing demand in excess of 1,000 kW.  The 
    customer shall be allowed 100 kWhs for each kW of monthly billing demand so billed. 
  Secondary Portion:  
    Energy in excess of 100 kWhs per kW of monthly billing demand 
    $0.069553 per kWh.  
  Reactive Demand: 
    $0.53 per kvar of reactive billing demand in excess of 33% of monthly kW billing demand. 
 
 
CORPORATE BUSINESS TAX (CBT) 
Charges under this rate schedule include a component for Corporate Business Taxes as set forth in Rider CBT. 
 
NEW JERSEY SALES AND USE TAX (SUT) 
Charges under this rate schedule include a component for New Jersey Sales and Use Tax as set forth in Rider 
SUT. 
 
MONTHLY BILLING DEMAND 
The billing demand in kW shall be taken each month as the highest 15 minute integrated peak in kW, as registered 
during the month by a demand meter or indicator corrected to the nearest kW, but the monthly billing demand so 
established shall in no event be less than 75% of the contract capacity of the customer, nor shall it be less than 
1,000 kW.  If at the end of any contract year the average of the monthly billing demands for said year is in excess of 
the contract capacity, then the contract capacity shall be adjusted automatically to the average of the billing demand 
for the previous twelve months. 
 
DETERMINATION OF REACTIVE DEMAND 
Reactive billing demand shall be taken each month as the highest 15-minute integrated peak in kvar, as registered 
during the month by a reactive demand meter or indicator. 
 
DELIVERY VOLTAGE 
The rate set forth in this schedule is based upon the delivery and measurement of energy at primary voltage from 
lines designated by the Company which are operated at approximately 23,000 volts or over, the customer supplying 
the complete substation equipment necessary to take service at the said primary voltage. 
 
 
 
 
Date of Issue:  March 27, 2019    Effective Date: April 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER18080925 
 
   ",TS  (Traction Service)    AVAILABILITY,[],573,15,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
33,38,"ATLANTIC CITY ELECTRIC COMPANY  
BPU NJ No. 11 Electric Service - Section IV  Third Revised Sheet Replaces Second Sheet No. 34 
 
RATE SCHEDULE TS (Continued) 
(Traction Service) 
 
METERING 
All energy delivered hereunder shall be measured at the delivery voltage, or at the Company's option, on the low 
voltage side of the customer's main service transformer bank but corrected by suitable means for measurement of 
capacity and energy at the delivery point and delivery voltage. 
 
Customer shall mount and/or house the metering equipment, instrument transformers and associated 
appurtenances which shall be provided by Company. 
 
TERMS OF CONTRACT 
Contracts under this schedule will be made for periods of one (1) to five (5) years and either party shall give at least 
one (1) year's written notice to the other of its intention to discontinue the contract at the end of any contract period. 
 
BREAKDOWN SERVICE 
Where the service supplied by the Company under this rate schedule is used to supplement the failure of any other 
source of electric service or motive power, said service shall constitute Breakdown Service.  Said service shall be 
limited to 96 hours duration for each failure. 
 
Where Breakdown Service is supplied under the provisions of this tariff, the Company will supply a maximum total 
kW to be mutually agreed upon initially and subsequently revised as required and the customer will pay a fixed 
monthly amount equal to one-twelfth of $9.64 per kW as contracted.  All energy consumed during this period shall 
be included in the Energy Component of Monthly Rate.  Any excess kW over the agreed upon amount shall be 
billed at the rates indicated under the Primary Portion of the Monthly Rate. 
 
SPECIAL TERMS AND CONDITIONS 
See Section II inclusive for Terms and Conditions of Service. 
 
""In accordance with P.L. 1997, C. 162, the charges in this Rate Schedule include provision for the New Jersey 
Corporation Business Tax and the New Jersey Sales and Use Tax.  When billed to customers exempt from one or 
more of these taxes, as set forth in Riders CBT and SUT, such charges will be reduced by the relevant amount of 
such taxes included therein."" 
 
PRICE TO COMPARE 
A customer may choose to receive electric supply from a third party supplier as defined in Section 11 of the 
Standard Terms and Conditions of this Tariff.  A customer who receives electric supply from a third party supplier 
will not be billed the Basic Generation Service Charges or the Transmission Service Charges.  Customers eligible 
for BGS CIEP who receive supply from a third party supplier will continue to be billed the CIEP Standby Fee. 
 
 
 
 
 
 
 
 
 
 
 
Date of Issue:  March 27, 2019    Effective Date: April 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER18080925 
 
   ",ued)  (Traction Service)  METERING  TERM,[],574,20,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
34,39," 
ATLANTIC CITY ELECTRIC COMPANY 
BPU NJ No. 11 Electric Service - Section IV Thirty-Second Revised Sheet Replaces Thirty-First Revised 
Sheet No. 35 
 
RATE SCHEDULE SPL 
(Street and Private Lighting) 
 
AVAILABILITY OF SERVICE 
 
  Available for general lighting service in service by December 14, 1982, new lights requested for installation 
before January 1, 1983 or high pressure sodium fixtures in the area served by the Company. 
 
  The Company will provide and maintain a lighting system and provide fixture and electric energy sufficient 
to operate said fixture continuously, automatically controlled, from approximately one-half hour after sunset 
until approximately one-half-hour before sunrise, every night and all night, approximately forty-two hundred 
(4200) hours per annum during the term of years hereinafter set forth. 
 
 
 
The following rates shall be applied to the kWh Usage for the particular light type and size to determine the monthly 
charge per light. 
 
Distribution charges are billed on a monthly per light basis in accordance with the rates specified on the Tables on 
Sheets 36, 36a and 37. 
 
   
   
   
Non-Utility Generation Charge (NGC) ($/kWH)  See Rider NGC  
   
Societal Benefits Charge ($/kWh)   
Clean Energy Program  See Rider SBC  
Universal Service Fund  See Rider SBC  
Lifeline  See Rider SBC  
Uncollectible Accounts  See Rider SBC  
Regulatory Assets Recovery Charge ($/kWh)    See Rider RARC  
Transition Bond Charge (TBC) ($/kWh)  See Rider SEC 
Market Transition Charge Tax (MTC-Tax) ($/kWh)  See Rider SEC 
Transmission Rate ($/kWh)  $0.000000  
Reliability Must Run Transmission Surcharge ($/kWh)  $0.000000 
Transmission Enhancement Charge ($/kWh)  See Rider BGS 
Basic Generation Service Charge ($/kWh)  See Rider BGS 
Regional Greenhouse Gas Initiative  
Recovery Charge ($/kWh)                See Rider RGGI 
Infrastructure Investment Program Charge                          See Rider IIP    
 
 
 
 
 
 
 
 
 
 
Date of Issue:  September 29, 2020    Effective Date: October 1, 2019 
 
Issued by:  David M. Velazquez, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER20050336 
   ",ATE SCHEDULE SPL  (Street and Private Li,[],448,18,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
35,40,"ATLANTIC CITY ELECTRIC COMPANY   
BPU NJ No. 11 Electric Service - Section IV Seventy-First Revised Sheet Replaces Seventieth Revised Sheet 
No. 36 
RATE SCHEDULE SPL (Continued) 
(Street and Private Lighting) 
RATE (Mounted on Existing Pole) 
 
MONTHLY 
  WATTS  LUMENS  DISTRIBUTION  STATUS 
CHARGE 
INCANDESCENT         
Standard  103  1,000   $              8.33  Closed 
Standard  202  2,500   $            14.35  Closed 
Standard  327  4,000   $            19.89   Closed 
Standard  448  6,000   $            26.57   Closed 
MERCURY         
VAPOR 
Standard  100  3,500   $            13.89  Closed 
Standard  175  6,800   $            18.49  Closed 
Standard  250  11,000   $            23.40   Closed 
Standard  400  20,000   $            33.64   Closed 
Standard  700  35,000   $            53.61   Closed 
Standard  1,000  55,000   $            92.48   Closed 
HIGH 
PRESSURE         
SODIUM 
Retrofit  150  11,000   $            16.95  Closed 
Retrofit  360  30,000   $            31.47  Closed 
         
    RATE     
(Overhead/RUE) 
MONTHLY 
  WATTS  LUMENS  DISTRIBUTION  STATUS 
CHARGE 
HIGH 
PRESSURE         
SODIUM 
Cobra Head  50  3,600   $            15.13  Open 
Cobra Head  70  5,500   $            15.68  Open 
Cobra Head  100  8,500   $            16.50  Open 
Cobra Head  150  14,000   $            17.94  Open 
Cobra Head  250  24,750   $            25.38  Open 
Cobra Head  400  45,000   $            29.35   Open 
Shoe Box  150  14,000   $            21.83  Open 
Shoe Box  250  24,750   $            28.30  Open 
Shoe Box  400  45,000   $            32.68  Open 
Post Top  50  3,600   $            16.79  Open 
Post Top  100  8,500   $            18.29  Open 
Post Top  150  14,000   $            21.49  Open 
Flood/Profile  150  14,000   $            17.58  Open 
Flood/Profile  250  24,750   $            22.17  Open 
Flood/Profile  400  45,000   $            28.31  Open 
Decorative  50     $            20.57   Open 
Decorative  70     $            20.57  Open 
Decorative  100     $            23.16   Open 
Decorative  150     $            25.52   Open 
         
METAL HALIDE         
Flood/Profile  400  31,000   $            34.78  Open 
Flood/Profile  1,000  96,000   $            59.22  Open 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323    ",SCHEDULE SPL (Continued)  (Street and Pr,[],574,13,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
36,41,"ATLANTIC CITY ELECTRIC COMPANY 
BPU NJ No. 11 Electric Service - Section IV Seventy-First Revised Sheet Replaces Seventieth Revised Sheet 
No. 37 
 
RATE SCHEDULE SPL (Continued) 
(Street and Private Lighting) 
Rate (Underground) 
 
 
MONTHLY 
WATTS  LUMENS  DISTRIBUTION  STATUS 
CHARGE 
 
       
HIGH PRESSURE SODIUM 
Cobra Head  50  3,600   $                   23.21  Open 
Cobra Head  70  5,500   $                   23.72   Open 
Cobra Head  100  8,500   $                   24.48   Open 
Cobra Head  150  14,000   $                   26.01   Open 
Cobra Head  250  24,750   $                   31.44   Open 
Cobra Head  400  45,000   $                   35.40   Open 
Shoe Box  150  14,000   $                   29.92   Open 
Shoe Box  250  24,750   $                   36.33   Open 
Shoe Box  400  45,000   $                   40.74   Open 
Post Top  50  3,600   $                   20.55   Open 
Post Top  100  8,500   $                   22.02   Open 
Post Top  150  14,000   $                   30.01   Open 
Flood/Profile  150  14,000   $                   27.41  Open 
Flood/Profile  250  24,750   $                   31.99   Open 
Flood/Profile  400  45,000   $                   36.40  Open 
Flood/Profile  400  31,000   $                   43.03   Open 
Flood/Profile  1000  96,000   $                   67.44   Open 
Decorative  50   $                   27.37   Open 
 
Decorative  70   $                   27.37   Open 
 
Decorative  100   $                   29.92   Open 
 
Decorative  150   $                   39.10   Open 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323  
 
 
 
 
 ",SCHEDULE SPL (Continued)  (Street and Pr,[],390,7,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
37,42,"ATLANTIC CITY ELECTRIC COMPANY       
BPU NJ No. 11 Electric Service - Section IV Twenty-Third Revised Sheet Replaces Twenty-Second Revised 
Sheet No. 37a 
RATE SCHEDULE SPL (Continued) 
(Street and Private Lighting) 
Experimental 
LIGHT EMITTING DIODE (LED) 
MONTHLY 
 
WATTS  LUMENS  DISTRIBUTION  STATUS 
CHARGE 
Overhead         
Cobra Head  50  3,000  $8.90                     O   p  e  n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Cobra Head  70  4,000  $9.20  Open 
Cobra Head  100  7,000              $9.43  Open 
Cobra Head  150  10,000  $9.97  Open 
Cobra Head  250  17,000  $11.35  Open 
Cobra Head  400  28,000  $15.40  Open 
Decorative  150  10,000  $20.65  Open 
Mongoose  250  15,000  $18.97  Open 
Mongoose  400  17,000  $21.01  Open 
Acorn (Granville)  70  7,000  $23.68  Open 
Acorn (Granville)  100  8,000  $23.68  Open 
Acorn (Granville)  150  10,000  $23.68  Open 
Post Top  70  4,000  $11.61  Open 
Post Top  100  7,000  $12.15  Open 
Shoe Box  100  7,000  $10.34  Open 
Shoe Box  150  10,000  $11.24  Open 
Shoe Box  250  17,000  $11.73  Open 
Tear Drop  100  7,000  $19.10  Open 
Tear Drop  150  10,000  $19.10  Open 
Flood  150    $17.03  Open 
Flood  250    $17.73  Open 
Flood  400    $20.38  Open 
Flood  1000    $21.21  Open 
         
Underground         
Cobra Head  50  3,000  $16.67  Open 
Cobra Head  70  4,000  $16.97  Open 
Cobra Head  100  7,000  $17.20  Open 
Cobra Head  150  10,000  $17.74  Open 
Cobra Head  250  17,000  $19.12  Open 
Cobra Head  400  28,000  $20.02  Open 
Decorative  150  10,000  $28.43  Open 
Mongoose  250  15,000  $23.61  Open 
Mongoose  400  17,000  $25.63  Open 
Acorn (Granville)  70  7,000  $28.30  Open 
Acorn (Granville)  100  8,000  $28.30  Open 
Acorn (Granville)  150  10,000  $28.30  Open 
Post Top  70  4,000  $19.38  Open 
Post Top  100  7,000  $19.92  Open 
Shoe Box  100  7,000  $18.11  Open 
Shoe Box  150  10,000  $19.01  Open 
Shoe Box  250  17,000  $19.50  Open 
Tear Drop  100  7,000  $26.85  Open 
Tear Drop  150  10,000  $26.85  Open 
Flood  150    $24.79  Open 
Flood  250    $25.49  Open 
Flood  400    $28.16  Open 
Flood  1000    $28.98  Open 
         
 
 
 
 
Date of Issue: September 29, 2022    Effective Date: October 1, 2022 
Issued by:  J. Tyler Anthony, President and Chief Executive Officer – Atlantic City Electric Company  
Filed pursuant to Board of Public Utilities of the State of New Jersey directives associated with the  
BPU Docket No. ER22050323    ","Date of Issue: September 29, 2",[],670,11,new jersey,False,ACE atlantic city electric company tariff for electric service,docs/raw/dump/new_jersey/NJ ACE - Rate Schedule 11.2022.pdf
