seq,page_num,content,chapter_title,all_sections,count_words,count_sent,state,is_table,book_title,book_path
82,90,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Table 3-11: Projected RPS Expenses ($ millions) 
  Legacy Programs  Late 2021/2022 Activities   Proposed in This Plan  Potential Future  Set Asides  Total 
Activ ities 
Spring 2022 
Forward  2022-2023  2024-2030 
Procurement  Wind, Solar, &  Wind, Solar, & 
2017-2019  2021  (Wind, Solar,  2022- Brownfield  2024- Brownfield  Solar for All, Job 
Delivery  2019-2020  Forward  ABP  &  2023  Forward  2030  Forward  Training, Admin. 
Year  LTPPAs  ABP  Procurements  Blocks  Brownfield)  ABP  Procurements  ABP  Procurements  Expenses  Total Expenses 
2020- $30.85  $233.27  $2.85 
2021  $0.00  $0.00  $0.00  $0.00  $0.00  $0.00  $15.77  $282.74 
2021- $24.14  $221.44  $16.71 
2022  $0.00  $0.00  $0.00  $0.00  $0.00  $0.00  $69.29  $331.60 
2022- $22.06  $180.23  $24.69  $150.2 $260.1
2023  9  $0.00  2  $0.00  $0.00  $0.00  $61.75  $699.14 
2023- $17.72  $164.56  $24.69  $268.5
2024  $34.06  $0.00  2  $0.00  $0.00  $0.00  $61.78  $571.33 
2024- $17.42  $138.66  $24.69  $133.6 $178.
2025  $33.91  $0.00  0  $0.00  74  $0.00  $71.74  $598.77 
2025- $11.40  $66.07  $24.69  $132.9 $221.
2026  $33.80  $6.38  7  $14.09  42  $0.00  $61.70  $572.52 
2026- $8.22  $5.56  $24.69  $132.7 $261.
2027  $33.69  $6.36  1  $23.17  94  $0.00  $61.72  $558.05 
2027- $4.48  $0.00  $24.69  $132.4 $300.
2028  $33.58  $6.33  5  $23.11  73  $9.12  $71.75  $606.24 
2028- $4.48  $0.00  $24.69  $132.1 $337.
2029  $33.47  $6.31  9  $23.05  87  $18.22  $61.81  $642.08 
2029- $4.34  $0.00  $24.69  $373.
2030  $22.58  $6.29  $89.31  $22.99  42  $26.95  $61.82  $632.38 
2030- $4.30  $0.00  $24.69  $407.
2031  $21.89  $6.26  $57.35  $22.93  44  $35.30  $71.86  $652.03 
 
For each delivery year, Table 3-12 calculates expected RPS collections based on the load data listed 
in Table 3-4 and the RPS collection rates listed in Table 3-9 and the expenses from Table 3-11 and 
calculates, for each year, an expected beginning and ending balance. The 2020-2021 delivery year 
starting balance includes utility-held ACP as well as funds collected but not spent in delivery years 
2017-2018 through 2019-2020. Table 3-9 and Table 3-12 do not include adjustments to RPS 
collections that would result from the implementation of the Large Customer Self-Direct Program 
described in Chapter 6 as the size of that program and applicable rate collection adjustments are 
unknown at this time. Additionally, Large Customer Self-Direct Program participation may reduce 
overall procurement volumes in future years, thus necessitating reduced expenses along with 
reduced collections.  
   
82 
 ",Renewable Energy Credits (RECs),[],762,8,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
83,91,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Table 3-12: RPS Funds and Expenditures ($ millions)166 
Delivery Year  Delivery Year 
Delivery  RPS  Total Funds  Total 
Starting  Ending 
Year  Collections  Available  Expenditures 
Balance  Balance 
2020-2021   $461.63  $225.24  $686.87  $282.74  $404.13 
2021-2022   $404.13  $464.74  $868.87  $331.60  $537.27 
2022-2023   $537.27  $587.46  $1,124.74  $699.14  $425.60 
2023-2024   $425.60  $588.99  $1,014.58  $571.33  $443.25 
2024-2025   $443.25  $587.12  $1,030.37  $598.77  $431.60 
2025-2026   $431.60  $585.11  $1,016.71  $572.52  $444.19 
2026-2027   $444.19  $585.76  $1,029.95  $558.05  $471.90 
2027-2028   $471.90  $587.51  $1,059.41  $606.24  $453.17 
2028-2029   $453.17  $590.39  $1,043.56  $642.08  $401.48 
2029-2030   $401.48  $591.12  $992.60  $632.38  $360.22 
2030-2031   $360.22  $592.98  $953.20  $652.03  $301.17 
 
Figure 3-3 illustrates year by year spending by type (legacy, in progress, proposed in this Plan, 
potential future, set asides) compared to year-to-year budget availability. 
Figure 3-3: RPS Expenditures Compared to Annual Available Funds 
Projected RPS Expenses
$1,200,000,000
$1,000,000,000
$800,000,000
$600,000,000
$400,000,000
$200,000,000
$0
Set Asides Legacy Late 2021/2022 Activities
Proposed in This Plan Potential Future Activities Total Available Funds
 
Based on this forecast of revenue and expenses, the IPA projects that sufficient funding will be 
available to support both the proposals contained in this Plan and similar levels of program activity 
and procurements for the balance of the decade. Under this analysis, the delivery year starting 
 
166 Breakdowns of the information presented in Table 3-11 and Table 3-12 by each utility, and information on the breakdown of expenses 
by program/resource type can be found in Appendices B-1 and B-2 A full spreadsheet version of Appendix B-2 is available on the Agency’s 
website at: https://www2.illinois.gov/sites/ipa/Pages/2022-LTRRPP-Appendices.aspx.  
83 
 ",Projected RPS Expenses,['Projected RPS Expenses'],483,7,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
84,92,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
balances never exceed two years of funding collections which indicates that funds spent in any given 
delivery year are funds collected that year or the previous year. However, future budget impacts 
carry significant uncertainty flowing from unknowns including the impact of changes in REC Prices 
adopted in this or future Long-Term Plans, actual REC prices paid from indexed REC contracts, 
changes in utility loads (and thus RPS collections), and the impact of the Large Customer Self-Direct 
Program. Extending the assumptions used herein into the 2030s suggests a potential RPS budget 
shortfall starting in 2035, however those assumptions are highly dependent on future Adjustable 
Block Program REC prices which constitute the bulk of expenditures.167  
As previously committed to through the First Revised Plan, the Agency will seek to have under 
contract projects with likely annual expenditures equaling no more than 95% of expected available 
funds for any given delivery year to guard against the potential payment reduction of existing 
contracts.  The  Agency  has  multiple  opportunities  in  subsequent  Long-Term  Plans  to  make 
adjustments to REC prices, procurement targets, or other factors as more information becomes 
available that will allow for the Agency to ensure that a shortfall does not occur and that future 
budgets remain within that 95% target. Appendix B includes additional information showing how 
these current assumptions would extend through the 2042 delivery year. 
3.4.7.  Budget Uncertainty Due to Unknowns in Project Energization Timelines 
One challenge the Agency has faced in understanding pending budget impacts is that project 
energization and REC deliveries—and thus resultant budget impacts—are not scheduled to begin at 
a fixed point. Instead, supported projects may become energized at any point over a period of time, 
whether  immediately  upon  program  application,  closer  to  the  contractual  deadline  for  first 
deliveries, or later still due to extensions. This creates challenges into budget visibility in part because 
Adjustable Block Program projects carry large budget impacts upon energization: 15% of contract 
value for distributed generation projects above 25 kW up to 5,000 kW (“Large DG”) and Community-
Driven Community Solar; 100% of contract value for distribution generation up to 25 kW (“Small 
DG”).168 Because payment only commences upon project energization, the Agency cannot have 
certainty about when funds for specific projects will begin to be spent.  
This dynamic has proven to be a significant challenge in modeling budgets for present and future 
delivery years. Thankfully, this challenge has been mitigated by the changes to Section 16-108(k) of 
the PUA, including the ability for funds to be available for five years following collection (and utilized 
on a “first-in, first-out” basis) and walling off from reconciliation contractual obligations entered into 
but not yet paid. The timing of when a project is energized and thus starts receiving payments for 
RECs is now a less critical concern, as funds collected in prior years may now meet future years’ 
expenses even when those expenses are moderately delayed. However, the lumpiness of first 
payments could still create future constraints from a cash flow perspective. As indicated in Section 
3.5, flexibility with the use of utility-held ACPs creates a relief to that potential pressure. 
3.4.8.  Budget Uncertainty Due to Annual Load Variations 
The annual RPS Budget used in this 2022 Long-Term Plan has been developed using base case load 
forecasts provided by the utilities and each utility’s statutory cost cap. These load forecasts are driven 
 
167 For example, changing the assumed annual decrease in REC prices from 4% to 6% would eliminate that shortfall through the 2040s. 
168 Adjustable Block Program projects in the Traditional Community Solar and Public Schools categories pay for RECs over the life of the 
contract and are this structured more similarly to utility-scale REC delivery contracts.  
84 
 ",Projected RPS Expenses,['3.4.8.'],782,20,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
85,93,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
by a number of factors, which include but are not limited to weather, economics, demographics, 
assumed demand response, and energy efficiency. Changes to any of the assumptions will result in 
actual load deviating from forecasted load. Examples include changes in weather patterns, changes 
in energy efficiency adoption rates, and changes to economic conditions. In practice, the annual RPS 
Budget for a delivery year will depend on the actual reference year load for each utility, which will 
likely deviate from the forecasted loads provided by the utilities—although in which direction that 
deviation will occur is impossible to know until that delivery year.  
To see how deviations from the Base Case load forecasts may affect available RPS budgets, the IPA 
conducted a comparative analysis of the RPS Budget based on the Base Case, High Case, and Low 
Case. Load forecast data for Ameren Illinois and ComEd were used for this analysis. The RPS Budget 
for each utility, for each load case, is based on the product of the Applicable Load for a given year and 
the cost cap rate shown in Figure 3-8.169 For each utility, the impact of the High Case and Low Case is 
the difference between the RPS budget for each case and the RPS Budget for the Base Case. The total 
is the sum of the differences for these utilities.  
Figure 3-4: Effect on RPS Budget of Annual Load Variations to the Utilities’ Load Forecast 
130,000,000 $20,000,000
L
o
)h 125,000,000 $15,000,000 da
W
$10,000,000 E 
M f
( tsa 111250,,000000,,000000 $$05,000,000 o tcef
c n
ero 110,000,000 -$5,000,000 PR 
F S
 d -$10,000,000 B 
aoL 105,000,000 -$15,000,000 gdu
e
100,000,000 -$20,000,000 t
2021-2022 2022-2023 2023-2024 2024-2025 2025-2026
Low Load Effect on RPS Budget [$] High Load Effect on RPS Budget [$]
Low Load Forecast [MWh] High Load Forecast [MWh]
 
As shown in Figure 3-4 above, the impact of the low load forecast on the RPS Budget ranges from a 
reduction compared to the base case RPS Budgets of approximately $5.1 million in delivery year 
2021-2022 to a reduction of approximately $16 million in delivery year 2025-2026. Alternatively, 
the impact of the high load forecast on the RPS Budget ranges from an increase compared to the base 
case  RPS  Budgets  of  approximately  $7 million  in  delivery  year  2021-2022  to  an  increase  of 
approximately $16.7 million in delivery year 2025-2026. This constitutes a +/- 2 to 3.5% error band 
on annual RPS collections.  
The scale of load forecast uncertainty increases the further out forecasts are made, as factors such as 
economic indicators and climate/weather are compounded and inherently difficult to predict. That 
 
169 The load data for the Base Case, High Case, and Low Case for Ameren and ComEd was provided by the utilities as part of their data 
submissions for this Second Revised Plan.  
85 
 ",Projected RPS Expenses,[],626,19,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
86,94,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
increasing uncertainty underscores the need for careful consideration as the Agency considers the 
impact of procurements and programs on future year budgets. 
3.5. Alternative Compliance Payment Funds Held by the Utilities  
As of August 23, 2022, Ameren Illinois held $12,959,933 and ComEd held $23,982,074 of alternative 
compliance payments collected from retail customers that took service under electric utilities' hourly 
pricing tariff or tariffs (“HACP”). These funds are in part committed to fund the REC purchases from 
the 2015 through 2017 Distributed Generation procurements conducted by the Agency, which 
featured five-year REC delivery contracts with payment upon delivery (and not prepayment).170  
As of  August 23, 2022, the remaining balance of uncommitted hourly alternative compliance 
payments—those not set aside to fund the Distributed Generation procurements—is $12,959,933 for 
Ameren Illinois, and $ 21,197,584 for ComEd.  
Also, as of August 23, 2022, Ameren Illinois held $23,519,406, ComEd held $42,874,362, and 
MidAmerican held $13,556 of alternative compliance payment funds collected from ARES since June 
1, 2017 (“ARES ACP”)171 as shown in Table 3-22. 
The Tables below summarize the balances of these Alternative Compliance Payments. 
Table 3-13: Balance of HACP as of January 13, 2022 ($) 
Ameren  ComEd  MidAmerican 
12,959,933  25,124,996  - 
 
Table 3-14: Available ACPs ($) 
ACP  Ameren  ComEd  MidAmerican  All Utilities 
Uncommitted HACP   12,959,933  21,197,584  -  34,157,517 
ARES ACP  23,519,409  42,874,362  13,556  66,393,771 
Total Available ACPs  36,479,342  64,071,946  13,556  100,564,844 
 
In its First Revised Plan, the Agency proposed, and the ICC accepted, that the utility held ACPs should 
be used in each delivery year after the use of funds collected pursuant to Section 16-108(k) for both 
Forward Procurements and the Adjustable Block Program, providing the Agency with a reserve 
balance  of  funds  through  which  it  could  cover  expenditures  in  excess  of  Section  16-108(k) 
collections. This approach was necessary to minimize the risk of payment deferrals in the 2021-2022 
delivery year and the two years directly thereafter, during which the Available Net RPS Budget had 
 
170 2016 and 2017 Distributed Generation procurements for MidAmerican were funded out of MidAmerican’s Renewable Energy Resources 
budget, as MidAmerican does not have any Hourly Alternative Compliance Payments. 
171 Section 16-115D of the PUA provides that while “[t]hrough May 31, 2017, all alternative compliance payments by alternative retail 
electric suppliers shall be deposited in the Illinois Power Agency Renewable Energy Resources Fund,” “beginning with the delivery year 
commencing June 1, 2017, all alternative compliance payments by alternative retail electric suppliers shall be remitted to the applicable 
electric utility” and not deposited into the RERF. (220 ILCS 5/16-115D(d)(4), (4.5).)  See also 83 Ill Adm. Code Part 455. ComEd’s balance 
reflects interest earned on the ARES ACP funds held by ComEd, while Ameren Illinois’ and MidAmerican’s do not. 
86 
 ",Projected RPS Expenses,[],633,14,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
87,95,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
been projected to be negative, meaning that absent this change to the use of utility-held ACPs, 
contractual expenditures would need to be pulled back (under curtailment clauses in the REC 
contracts) from what was committed in order to bring the Available Net RPS Budget for the delivery 
year to zero.  
With the delays in project energization created by the COVID-19 pandemic, it appeared in 2021 that, 
even with the use of utility-held ACPs, contract payment deferrals could occur, thus resulting the IPA 
petitioning the ICC to reopen Docket No. 19-0995 for authorizing a payment deferral system.  While 
the enactment of Public Act 102-0662 has alleviated those near-term budgetary concerns, the full 
budgetary impact of the changes to the RPS are not fully known or understood. As a result, for this 
2022 Long-Term Plan, the Agency will maintain the approach of holding utility-held ACPs in reserve. 
The Agency will consider alternative uses of utility-held ACPs to maximize their impact on increasing 
RPS activities in its next Long-Term Plan.  
3.6. Section 1-75(c)(1)(H)(i) ARES Option to Supply RECs for their Retail Customers 
Section 1-75(c)(1)(H) of the Act provides an exception to the phase-out of ARES RPS obligations 
described in Section 3.1. Under this exception, an ARES may use self-supplied RECs to meet a portion 
(and possibly all) of the REC procurement requirements applicable to its load. To do so, the ARES had 
to first make an informational filing to the ICC within 45 days of the effective date of Public Act 99-
0906 (i.e., within 45 days of June 1, 2017), indicating that it owned a generating facility or facilities 
as of December 31, 2015, that produced RECs eligible to meet the RPS, provided that those facilities 
were not powered by wind or solar photovoltaics.  
The  amount  of  RECs  that  can  be  supplied  by  ARES-owned/  generation  is  subject  to  several 
limitations. Specifically, the Act provides that: 
For the delivery year beginning June 1, 2018, the maximum amount of renewable energy 
credits to be supplied by an alternative retail electric supplier under this subparagraph 
(H) shall be 68% multiplied by 25% multiplied by 14.5% multiplied by the amount of 
metered  electricity  (megawatt-hours)  delivered  by  the  alternative  retail  electric 
supplier to Illinois retail customers during the delivery year ending May 31, 2016.  
For delivery years beginning June 1, 2019 and each year thereafter, the maximum 
amount of renewable energy credits to be supplied by an alternative retail electric 
supplier under this subparagraph (H) shall be 68% multiplied by 50% multiplied by 
16% multiplied by the amount of metered electricity (megawatt-hours) delivered by the 
alternative retail electric supplier to Illinois retail customers during the delivery year 
ending May 31, 2016, provided that the 16% value shall increase by 1.5% each delivery 
year thereafter to 25% by the delivery year beginning June 1, 2025, and thereafter the 
25% value shall apply to each delivery year. 172 
The Act limits the total amount of RECs that can be supplied by all ARES through owned generation: 
For each delivery year, the total amount of renewable energy credits supplied by all 
alternative retail electric suppliers shall not exceed 9% of the Illinois target renewable 
energy credit quantity. The Illinois target renewable energy credit quantity for the 
 
172 Id. 
87 
 ",Projected RPS Expenses,[],724,16,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
88,96,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
delivery year beginning June 1, 2018 is 14.5% multiplied by the total amount of metered 
electricity (megawatt-hours) delivered in the delivery year immediately preceding that 
delivery year, provided that the 14.5% shall increase by 1.5% each delivery year 
thereafter to 25% by the delivery year beginning June 1, 2025, and thereafter the 25% 
value shall apply to each delivery year.173 
To account for this self-supply by the ARES, the Act requires that charges applicable to retail 
customers of that ARES be reduced by the ratio of the RECs supplied by the ARES to the ARES’s RPS 
target. Specifically, the Act states that: 
If the requirements set forth in items (i) through (iii) of this subparagraph (H) are met, 
the charges that would otherwise be applicable to the retail customers of the alternative 
retail electric supplier under paragraph (6) of this subsection (c) for the applicable 
delivery year shall be reduced by the ratio of the quantity of renewable energy credits 
supplied by the alternative retail electric supplier compared to that supplier's target 
renewable  energy  credit  quantity.  The  supplier's  target  renewable  energy  credit 
quantity for the delivery year beginning June 1, 2018 is 14.5% multiplied by the total 
amount of metered electricity (megawatt-hours) delivered by the alternative retail 
supplier in that delivery year, provided that the 14.5% shall increase by 1.5% each 
delivery year thereafter to 25% by the delivery year beginning June 1, 2025, and 
thereafter the 25% value shall apply to each delivery year.174 
The ARES must also notify the Agency and the applicable utility by February 28 of each year of its 
election to supply RECs to its retail customers and include the amount of RECs to be supplied. By 
April 1 of each year, the IPA posts a report to its website outlining on the aggregate number of RECs 
being supplied by the ARES for the upcoming delivery year under this provision, starting June 1.175 
This quantity is accounted for as RECs from “other technologies” (i.e., other than wind or solar) and 
reduces the overall RPS Target for that delivery year. Those targets are shown (unadjusted) in Table 
3-6. 
One ARES informational filing, covering an eligible ARES-owned generation facility located outside 
of Illinois, was submitted on a confidential basis to the ICC by the deadline of July 15, 2017.  
3.7. MidAmerican Volumes 
While procurement plans are required to be prepared annually for Ameren Illinois and ComEd, 
Section 16-111.5(a) of the PUA states that “[a] small multi-jurisdictional electric utility . . . may elect 
to procure power and energy for all or a portion of its eligible Illinois retail customers” in accordance 
with the planning and procurement provisions found in the IPA Act. On April 9, 2015, MidAmerican 
first formally notified the IPA of its intent to procure power and energy for a portion of its eligible 
retail customer load through the IPA through its participation. That portion is essentially the 
incremental load that is not forecasted to be supplied in Illinois by what MidAmerican, a vertically-
integrated utility in Iowa that owns generation there (as well as a share of the Quad Cities nuclear 
 
173 Id. 
174 Id. 
175 For the 2021-2022 delivery year, see:  
 https://www2.illinois.gov/sites/ipa/Documents/2021-2022%20Delivery%20Year%20ARES%20REC%20Report.pdf. The amount of 
RECs expected to be supplied is 1,704,547. 
88 
 ",Projected RPS Expenses,[],700,17,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
89,97,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
plant in Cordova, Illinois), assigns to Illinois as its jurisdictional generation. Each year since, 
MidAmerican has remained a part of that process to meet the remaining “portion” of its load.   
MidAmerican’s status as a multi-jurisdictional utility that uses its own generating resources to meet 
a portion of its Illinois load creates a unique situation for RPS compliance. Unlike Ameren Illinois and 
ComEd, for which all retail load is subject to the RPS goals and targets (subject to limited exceptions 
outlined above), the MidAmerican load for which the RPS goals and targets are applicable has 
traditionally been only that load that is subject to the IPA’s annual planning and procurement process 
for conventional power. As mentioned above, that amount has been the forecast load in excess of 
MidAmerican’s Illinois-allocated generation in any given delivery year, which has generally been only 
25-35% of its total jurisdictional load.176  
As a significantly smaller Illinois utility to begin with, and with only a portion of its load applicable to 
the Illinois RPS, the MidAmerican share of Illinois RPS and Zero Emission standard contracts has 
often been only a fraction of that allocated to ComEd and Ameren Illinois.    
3.7.1.  Initial Change to MidAmerican’s Load Forecast Methodology 
In 2018, MidAmerican proposed and the Commission approved a change in approach to forecast 
MidAmerican’s generation used for electricity procurement.177 This change caused a sudden and 
significant reduction of the load subject to the IPA electricity procurement process, as seen in Table 
3-15 below. 
Table 3-15: MidAmerican Applicable Load and RPS Budget before and after Change in 
Forecast Approach 
Applicable Load  Applicable Load  RPS Budget 
Compliance  Reference  RPS Budget 
Before Change  After Change  After Change 
Delivery Year  Delivery Year  Before Change [$] 
[MWh]178  [MWh]179  [$] 
2020-2021  2019-2020  616,844  0  765,812  0 
2021-2022  2020-2021  527,768  0  655,224  0 
2022-2023  2021-2022  519,093  126  644,454  156 
2023-2024  2022-2023  509,457  400  632,491  497 
2024-2025  2023-2024  390,919  644  485,326  800 
2025-2026  2024-2025  372,831  929  462,870  1,153 
 
In the 2019 Electricity Procurement Plan,180 the IPA explained the change in approach to forecast 
MidAmerican’s generation: 
 
176 The Commission specified this approach for the procurement of renewable resources to meet the RPS compliance targets applicable 
to MidAmerican in Docket No. 15-0541, determining that only the portion of MidAmerican’s load subject to the IPA’s planning and 
procurement process is subject to Section 1-75(c) of the Act’s requirements. 
177 Docket No. 18-1564, Final Order dated November 26, 2018. 
178 Based on load volumes presented in the Initial Plan. 
179 Based on volumes provided by MidAmerican in its response submitted for the preparation of the First Revised Plan. 
180 2019 Final Electricity Procurement Plan at 45-46 (Jan. 4, 2019).  
89 
 ",Projected RPS Expenses,[],636,22,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
90,98,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
In reviewing the load forecast and resource portfolio information supplied by MidAmerican for 
the 2019 Plan, the IPA notes that MidAmerican revised the methodology used for its generation 
supply forecast. The prior forecast methodology utilized production cost models to dispatch the 
Illinois Historical Resources whenever the expected cost to generate electricity is less than the 
expected cost of acquiring it in the market. The revised methodology is based on the utilization 
of  MISO  Unforced  Capacity  (“UCAP”)  from  the  baseload  Illinois  Historical  Resources  to 
determine the generation available to meet MidAmerican’s Illinois eligible load.181 
MidAmerican’s revised methodology utilizes the full capability of each baseload generation 
asset, represented by the UCAP MW values as determined by MISO for each year’s Planning 
Resource  Auction.  The  UCAP  values  de-rate  generating  unit  capabilities  by  considering 
historical forced outage rates and operating conditions under summer peak conditions. The IPA, 
for the 2019 Plan, recommends no changes to the determination of monthly on-peak and off-
peak block energy requirements other than the replacement of generation production values 
with the UCAP values for each of the following baseload resources: 
•  Coal resources including: Neal Unit #3, Neal Unit #4, Walter Scott Unit #3, Louisa 
Generating Station, and Ottumwa Generating Station. 
•  Nuclear Resources: Quad Cities Nuclear Power Station. 
The supply capability that is determined is netted against the forecast of MidAmerican Illinois 
load to calculate the monthly on-peak and off-peak shortfalls which will be met with energy 
block purchases in the IPA procurements. In determining the amount of block energy products 
to be procured for MidAmerican, the IPA treats the allocation of capacity and energy from 
MidAmerican’s Illinois Historical Resources in a manner analogous to a series of standard 
energy blocks. This approach is consistent with the 2018 Procurement Plan approved by the 
Commission. 
As shown in Table 3-15 above, one unintended consequence of this reduction is that it would cause 
the  annual  commitments  of  already  procured  RECs  and  associated  spending  to  exceed 
MidAmerican’s projected RPS annual budget using the prior-applied methodology for determining 
that budget amount. Stated differently, MidAmerican was previously assigned contracts assuming it 
would have ~$650,000 available to spend annually on renewable energy procurement. Upon those 
obligations becoming due and payments needing to be made, applying MidAmerican’s new load 
forecasting methodology in combination with the prior approach to determining MidAmerican’s RPS 
budget would result in MidAmerican only potentially having hundreds of dollars available for 
renewable energy resource procurement.  
This could have left entities holding contracts with MidAmerican at risk of non-payment, as absent 
an alternative interpretation to calculating MidAmerican’s available RPS budget, MidAmerican would 
not be authorized to meet those contract obligations without exceeding its statutory RPS rate impact 
cap. This situation could have caused some new renewable energy facilities dependent on revenue 
from MidAmerican’s contracts to suffer losses, leaving them potentially unable to generate enough 
revenue to cover costs.  
 
181 MidAmerican allocates 10.86% of the UCAP ratings of its baseload units for Illinois Historical Generation. 
90 
 ",Projected RPS Expenses,[],649,19,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
91,99,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
3.7.2.  Correcting for the Unintended Consequences of MidAmerican’s Forecast 
Approach 
As described in more detail throughout Chapter 2, a primary objective informing Public Act 99-
0906’s reforms to the Illinois RPS was to reduce year-over-year funding volatility that effectively 
paralyzed leveraging RPS funds to support the development of new renewable energy generation. 
While such volatility was not completely eliminated, year-over-year RPS annual budget changes for 
those utilities remain relatively minor, and enough stabilization was introduced to allow for the 
execution  of  the  types  of  long-term  contracts  providing  sufficient  revenue  certainty  to  allow 
developers to secure financing to develop new renewable generation. To ensure similar stability for 
MidAmerican’s budgets, in the First Revised Plan, the IPA proposed and the Commission accepted 
the use of a proxy to calculate MidAmerican’s Applicable Load. This proxy for applicable load is a 
percentage of MidAmerican’s total Illinois retail load.  
MidAmerican’s Applicable Load for the purposes of RPS compliance (i.e., calculations of REC targets, 
budgets, and allocation of REC contracts in this Plan) is to be fixed at 26.025% of MidAmerican’s 
annual total Illinois retail load. This percentage is calculated as follows: the average of MidAmerican’s 
applicable load from the Initial Plan for the DYs 2019-2020 through 2037-2038 is 526,880 MWh. The 
average of the total retail load provided by MidAmerican in their July 2019 data response for the 
same period is 2,024,484 MWh. The ratio of the average applicable load from the Initial Plan to the 
average total retail load provided by MidAmerican in its data response yields a 26.025% proxy.   
Adopting this proposal produces Applicable Load volumes that are equivalent to those used in the 
Initial Plan, as shown on Table 3-15, which formed the basis to calculate MidAmerican’s targets and 
budgets that supported MidAmerican’s allocation of REC contracts and corresponding spending. 
Additionally, as can be observed in the Table below, MidAmerican’s resulting Applicable Load and 
corresponding budget is relatively stable, year over year, helping to ensure not only that existing 
contracts are not curtailed, but also that the year to year volatility does not persist for MidAmerican.  
As  this  proposal  was  uncontested  in  Docket No.  19-0995,  this  proposal  was  adopted  by  the 
Commission through its Final Order in that proceeding approving the First Revised Plan. This 
approach has been maintained for this 2022 Long-Term Plan.  
91 
 ",Projected RPS Expenses,[],522,16,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
92,100,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Figure 3-5: Comparison of MidAmerican’s Applicable Load Using the Generation Forecast 
before Change and the Proposed Proxy for Determining Applicable Load and Budget 
 
MidAmerican’s Applicable Load will be determined by using the proxy approach proposed in this 
Section.   
92 
 ",Projected RPS Expenses,[],68,3,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
